id,percent_dem,total_votes,0001E,0002E,0002PE,0003E,0003PE,0005E,0005PE,0006E,0006PE,0007E,0007PE,0008E,0008PE,0009E,0009PE,0010E,0010PE,0011E,0011PE,0012E,0012PE,0013E,0013PE,0014E,0014PE,0015E,0015PE,0016E,0016PE,0017E,0017PE,0018E,0019E,0019PE,0020E,0020PE,0021E,0021PE,0022E,0022PE,0023E,0023PE,0024E,0024PE,0025E,0025PE,0026E,0026PE,0027E,0027PE,0029E,0029PE,0030E,0030PE,0031E,0031PE,0033E,0033PE,0034E,0034PE,0035E,0035PE,0036E,0036PE,0037E,0037PE,0038E,0038PE,0039E,0039PE,0040E,0040PE,0041E,0041PE,0042E,0042PE,0043E,0043PE,0044E,0044PE,0045E,0045PE,0046E,0046PE,0047E,0047PE,0048E,0048PE,0049E,0049PE,0050E,0050PE,0051E,0051PE,0052E,0052PE,0053E,0053PE,0054E,0054PE,0055E,0055PE,0056E,0056PE,0057E,0057PE,0058E,0058PE,0059E,0059PE,0060E,0060PE,0061E,0061PE,0062E,0062PE,0064E,0064PE,0065E,0065PE,0066E,0066PE,0067E,0067PE,0068E,0068PE,0069E,0069PE,0071E,0071PE,0072E,0072PE,0073E,0073PE,0074E,0074PE,0075E,0075PE,0076E,0076PE,0077E,0077PE,0078E,0078PE,0079E,0079PE,0080E,0080PE,0081E,0081PE,0082E,0082PE,0083E,0083PE,0084E,0084PE,0085E,0085PE,0086E,0087E,0088E,0088PE,0089E,0089PE,C01_001E,C01_002E,C01_003E,C01_004E,C01_005E,C01_006E,C01_007E,C01_008E,C01_009E,C01_010E,C01_011E,C01_012E,C01_013E,C01_014E,C01_015E,C01_016E,C01_017E,C01_018E,C01_019E,C01_020E,C01_021E,C01_022E,C01_023E,C01_024E,C01_025E,C01_026E,C01_027E,C02_002E,C02_003E,C02_004E,C02_005E,C02_007E,C02_008E,C02_009E,C02_010E,C02_011E,C02_012E,C02_013E,C02_014E,C02_015E,C02_017E,C02_018E,C02_020E,C02_021E,C02_023E,C02_024E,C02_026E,C02_027E
1286,0.3540686,2974,4974,2473,49.7,2501,50.3,306,6.2,327,6.6,258,5.2,223,4.5,259,5.2,495,10,446,9,533,10.7,359,7.2,469,9.4,620,12.5,421,8.5,258,5.2,48.5,1066,21.4,3996,80.3,3908,78.6,3851,77.4,1541,31,1299,26.1,3908,3908,1920,49.1,1988,50.9,1299,1299,595,45.8,704,54.2,4974,4974,4894,98.4,80,1.6,4894,98.4,4872,97.9,3,0.1,3,0.1,0,0,0,0,0,0,0,0,7,0.1,0,0,0,0,0,0,0,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.2,80,1.6,32,0.6,43,0.9,0,0,0,0,4952,99.6,35,0.7,46,0.9,7,0.1,0,0,14,0.3,102,2.1,77,1.5,9,0.2,14,0.3,2,0,4872,97.9,4787,96.2,3,0.1,3,0.1,0,0,0,0,2,0,77,1.5,3,0.1,74,1.5,3124,3869,1905,49.2,1964,50.8,307,25,64,134,84,3601,152,128,1499,701,467,425,229,3321,654,495,448,114,446,414,130,1361,1299,212,1299,1160,198,8.1,20.8,43.6,27.4,4.2,3.6,41.6,19.5,13,11.8,6.4,92.2,18.2,90.5,23,92.8,29.1,95.4,15.6,89.3,15.2
1288,0.4251292,37351,68027,33766,49.6,34261,50.4,3787,5.6,4124,6.1,4360,6.4,4288,6.3,3983,5.9,7966,11.7,8448,12.4,9585,14.1,5347,7.9,4637,6.8,7044,10.4,3488,5.1,970,1.4,41.3,14957,22,54751,80.5,53070,78,50620,74.4,14281,21,11502,16.9,53070,53070,26093,49.2,26977,50.8,11502,11502,5183,45.1,6319,54.9,68027,68027,64962,95.5,3065,4.5,64962,95.5,45378,66.7,16389,24.1,644,0.9,72,0.1,7,0,0,0,0,0,311,0.5,98,0.1,8,0,64,0.1,0,0,33,0,49,0.1,59,0.1,97,0.1,97,0.1,0,0,0,0,0,0,2143,3.2,3065,4.5,1329,2,334,0.5,188,0.3,52,0.1,48118,70.7,18085,26.6,1138,1.7,745,1.1,97,0.1,3119,4.6,5875,8.6,4084,6,465,0.7,52,0.1,1274,1.9,62152,91.4,43055,63.3,16237,23.9,246,0.4,309,0.5,6,0,295,0.4,2004,2.9,205,0.3,1799,2.6,29137,50793,24730,48.7,26063,51.3,5585,975,1642,2610,358,47485,2637,3752,14137,11765,5148,7271,2775,41096,10046,7966,6870,2022,8448,7415,1957,19569,17291,4476,11502,9520,1591,17.5,29.4,46.7,6.4,5.6,7.9,29.8,24.8,10.8,15.3,5.8,86.5,21.2,86.2,25.4,87.8,23.2,88.4,22.9,82.8,13.8
1290,0.4825806,2325,7218,3506,48.6,3712,51.4,742,10.3,679,9.4,761,10.5,609,8.4,515,7.1,893,12.4,687,9.5,690,9.6,455,6.3,313,4.3,514,7.1,257,3.6,103,1.4,28,2584,35.8,4925,68.2,4634,64.2,4342,60.2,1069,14.8,874,12.1,4634,4634,2237,48.3,2397,51.7,874,874,398,45.5,476,54.5,7218,7218,7001,97,217,3,7001,97,2685,37.2,14,0.2,4183,58,2,0,10,0.1,29,0.4,167,2.3,53,0.7,2,0,5,0.1,2,0,0,0,1,0,3,0,40,0.6,0,0,0,0,0,0,0,0,0,0,66,0.9,217,3,11,0.2,78,1.1,22,0.3,45,0.6,2823,39.1,74,1,4338,60.1,82,1.1,0,0,121,1.7,501,6.9,308,4.3,119,1.6,27,0.4,47,0.7,6717,93.1,2533,35.1,14,0.2,3955,54.8,53,0.7,0,0,13,0.2,149,2.1,12,0.2,137,1.9,2446,4567,2190,48,2377,52,722,122,284,255,61,3912,128,281,1244,1024,496,508,231,3503,739,893,787,163,687,599,164,1458,1322,288,874,795,124,16.9,39.3,35.3,8.4,3.3,7.2,31.8,26.2,12.7,13,5.9,89.5,18.9,88.1,18.3,87.2,23.9,90.7,19.8,91,14.2
1291,0.3436547,28517,52856,26178,49.5,26678,50.5,3228,6.1,3444,6.5,3859,7.3,3433,6.5,3415,6.5,6719,12.7,6944,13.1,7139,13.5,4328,8.2,3170,6,4518,8.5,1720,3.3,939,1.8,38,12892,24.4,41459,78.4,39964,75.6,38043,72,8955,16.9,7177,13.6,39964,39964,19378,48.5,20586,51.5,7177,7177,3364,46.9,3813,53.1,52856,52856,51606,97.6,1250,2.4,51606,97.6,35970,68.1,14063,26.6,119,0.2,0,0,0,0,0,0,0,0,433,0.8,16,0,148,0.3,42,0.1,0,0,16,0,124,0.2,87,0.2,0,0,0,0,0,0,0,0,0,0,1021,1.9,1250,2.4,222,0.4,263,0.5,96,0.2,0,0,36952,69.9,14378,27.2,434,0.8,712,1.3,20,0,1630,3.1,3296,6.2,776,1.5,133,0.3,76,0.1,2311,4.4,49560,93.8,34098,64.5,13912,26.3,119,0.2,433,0.8,0,0,76,0.1,922,1.7,367,0.7,555,1.1,20806,39309,18926,48.1,20383,51.9,4487,710,1686,1496,595,35477,1108,2488,11501,7411,2919,7571,2479,31881,10050,6719,5827,1805,6944,6436,2381,14637,13556,3928,7177,6062,1936,15.8,37.6,33.3,13.3,3.1,7,32.4,20.9,8.2,21.3,7,89.9,28.3,86.7,26.9,92.7,34.3,92.6,26.8,84.5,27
1292,0.3170365,33299,76816,40064,52.2,36752,47.8,4180,5.4,4054,5.3,5183,6.7,4469,5.8,4424,5.8,9747,12.7,10026,13.1,10934,14.2,5652,7.4,5374,7,7428,9.7,4282,5.6,1063,1.4,41.2,16331,21.3,62319,81.1,60485,78.7,58247,75.8,15868,20.7,12773,16.6,60485,60485,31721,52.4,28764,47.6,12773,12773,5691,44.6,7082,55.4,76816,76816,74428,96.9,2388,3.1,74428,96.9,69305,90.2,4348,5.7,30,0,11,0,1,0,0,0,0,0,390,0.5,63,0.1,67,0.1,193,0.3,23,0,0,0,44,0.1,0,0,15,0,0,0,0,0,0,0,15,0,340,0.4,2388,3.1,1129,1.5,725,0.9,185,0.2,126,0.2,71529,93.1,5644,7.3,919,1.2,594,0.8,20,0,519,0.7,1015,1.3,408,0.5,379,0.5,6,0,222,0.3,75801,98.7,68651,89.4,4241,5.5,30,0,390,0.5,15,0,148,0.2,2326,3,116,0.2,2210,2.9,32060,60095,31508,52.4,28587,47.6,5979,1281,2744,1631,323,54506,1375,4690,24215,10981,4436,5550,3259,48441,8809,9747,8653,1493,10026,9130,2140,21960,19674,3301,12773,10984,1875,21.4,45.9,27.3,5.4,2.5,8.6,44.4,20.1,8.1,10.2,6,88.9,16.2,88.8,15.3,91.1,21.3,89.6,15,86,14.7
1293,0.1810605,9958,17771,8767,49.3,9004,50.7,907,5.1,1044,5.9,1415,8,987,5.6,1010,5.7,1753,9.9,1781,10,2263,12.7,1085,6.1,1678,9.4,2248,12.6,1375,7.7,225,1.3,45,4080,23,14165,79.7,13691,77,13262,74.6,4921,27.7,3848,21.7,13691,13691,6712,49,6979,51,3848,3848,1921,49.9,1927,50.1,17771,17771,16957,95.4,814,4.6,16957,95.4,15705,88.4,15,0.1,161,0.9,24,0.1,13,0.1,0,0,31,0.2,99,0.6,0,0,0,0,31,0.2,12,0.1,0,0,38,0.2,18,0.1,0,0,0,0,0,0,0,0,0,0,977,5.5,814,4.6,67,0.4,205,1.2,120,0.7,0,0,16494,92.8,82,0.5,544,3.1,260,1.5,85,0.5,1314,7.4,1526,8.6,1180,6.6,83,0.5,16,0.1,247,1.4,16245,91.4,15494,87.2,15,0.1,161,0.9,99,0.6,0,0,41,0.2,435,2.4,20,0.1,415,2.3,7438,13156,6489,49.3,6667,50.7,1283,126,662,392,103,12408,417,1151,4474,3146,881,1697,642,10840,2339,1753,1397,291,1781,1637,341,5026,4259,1065,3848,3547,642,9.8,51.6,30.6,8,3.4,9.3,36.1,25.4,7.1,13.7,5.2,87.4,18.9,79.7,16.6,91.9,19.1,84.7,21.2,92.2,16.7
1294,0.1320218,12301,26035,12875,49.5,13160,50.5,1128,4.3,1317,5.1,1584,6.1,1487,5.7,1376,5.3,2555,9.8,2870,11,3643,14,2098,8.1,2008,7.7,3555,13.7,1836,7.1,578,2.2,46.8,5003,19.2,21732,83.5,21032,80.8,20206,77.6,7079,27.2,5969,22.9,21032,21032,10414,49.5,10618,50.5,5969,5969,2796,46.8,3173,53.2,26035,26035,25608,98.4,427,1.6,25608,98.4,23970,92.1,1250,4.8,150,0.6,63,0.2,0,0,0,0,0,0,26,0.1,0,0,0,0,9,0,0,0,0,0,17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,212,0.8,427,1.6,114,0.4,205,0.8,4,0,0,0,24375,93.6,1364,5.2,377,1.4,30,0.1,22,0.1,294,1.1,432,1.7,371,1.4,7,0,0,0,54,0.2,25603,98.3,23779,91.3,1250,4.8,150,0.6,26,0.1,0,0,0,0,398,1.5,75,0.3,323,1.2,16631,20671,10177,49.2,10494,50.8,1889,233,947,650,59,19143,1197,2091,7495,3786,2098,1202,1274,15855,2476,2555,2170,274,2870,2414,593,7749,6453,1047,5969,4818,562,12.3,50.1,34.4,3.1,6.3,10.9,39.2,19.8,11,6.3,6.7,82.8,12.9,84.9,10.7,84.1,20.7,83.3,13.5,80.7,9.4
1295,0.2741866,4610,18617,9322,50.1,9295,49.9,1625,8.7,1727,9.3,1541,8.3,1508,8.1,1260,6.8,2525,13.6,2134,11.5,1953,10.5,999,5.4,950,5.1,1348,7.2,732,3.9,315,1.7,31.8,5798,31.1,13356,71.7,12819,68.9,12020,64.6,3074,16.5,2395,12.9,12819,12819,6328,49.4,6491,50.6,2395,2395,1086,45.3,1309,54.7,18617,18617,16508,88.7,2109,11.3,16508,88.7,15092,81.1,180,1,90,0.5,0,0,0,0,0,0,0,0,132,0.7,0,0,0,0,0,0,0,0,1,0,63,0.3,68,0.4,15,0.1,0,0,15,0.1,0,0,0,0,999,5.4,2109,11.3,163,0.9,301,1.6,0,0,67,0.4,17110,91.9,434,2.3,482,2.6,180,1,49,0.3,2543,13.7,13689,73.5,12753,68.5,171,0.9,238,1.3,527,2.8,4928,26.5,4482,24.1,141,0.8,43,0.2,132,0.7,15,0.1,7,0,108,0.6,0,0,108,0.6,7079,10312,4851,47,5461,53,1863,347,934,554,28,10956,1892,1097,4138,2071,443,934,381,7967,1315,2525,2190,394,2134,1692,282,3902,2613,328,2395,1472,311,18.6,50.1,29.7,1.5,17.3,10,37.8,18.9,4,8.5,3.5,72.7,12,86.7,15.6,79.3,13.2,67,8.4,61.5,13
1296,0.5797149,485104,926005,455049,49.1,470956,50.9,54462,5.9,58358,6.3,59403,6.4,60611,6.5,56880,6.1,117118,12.6,120402,13,125398,13.5,69195,7.5,60154,6.5,85414,9.2,40886,4.4,17724,1.9,39.5,210237,22.7,741283,80.1,715768,77.3,682084,73.7,178182,19.2,144024,15.6,715768,715768,347675,48.6,368093,51.4,144024,144024,63837,44.3,80187,55.7,926005,926005,883882,95.5,42123,4.5,883882,95.5,690385,74.6,45544,4.9,1638,0.2,75,0,30,0,15,0,48,0,112867,12.2,57184,6.2,13860,1.5,15340,1.7,1417,0.2,4615,0.5,4113,0.4,16338,1.8,394,0,98,0,41,0,80,0,175,0,33054,3.6,42123,4.5,6263,0.7,2933,0.3,9728,1.1,215,0,728661,78.7,54018,5.8,6469,0.7,125907,13.6,1700,0.2,53451,5.8,132736,14.3,100287,10.8,9756,1.1,2566,0.3,20127,2.2,793269,85.7,612736,66.2,44091,4.8,489,0.1,112225,12.1,187,0,1423,0.2,22118,2.4,2895,0.3,19223,2.1,361221,649263,313893,48.3,335370,51.7,79477,7349,21279,34800,16049,636291,22554,20272,115694,111707,46012,194631,125421,593465,320052,117118,111428,63291,120402,112013,69441,254747,239390,129205,144024,130634,58115,9.2,26.8,43.8,20.2,3.5,3.2,18.2,17.6,7.2,30.6,19.7,93.3,50.3,95.1,54,93,57.7,94,50.7,90.7,40.4
1297,0.4087927,9144,13588,6709,49.4,6879,50.6,599,4.4,740,5.4,744,5.5,618,4.5,516,3.8,1299,9.6,1523,11.2,1525,11.2,910,6.7,1613,11.9,2516,18.5,819,6,166,1.2,50.3,2378,17.5,11401,83.9,11210,82.5,10765,79.2,4317,31.8,3501,25.8,11210,11210,5487,48.9,5723,51.1,3501,3501,1743,49.8,1758,50.2,13588,13588,13274,97.7,314,2.3,13274,97.7,11200,82.4,166,1.2,303,2.2,8,0.1,0,0,25,0.2,18,0.1,153,1.1,0,0,38,0.3,43,0.3,16,0.1,48,0.4,0,0,8,0.1,18,0.1,18,0.1,0,0,0,0,0,0,1434,10.6,314,2.3,26,0.2,96,0.7,0,0,0,0,11476,84.5,200,1.5,414,3,168,1.2,87,0.6,1557,11.5,2500,18.4,514,3.8,8,0.1,21,0.2,1957,14.4,11088,81.6,10360,76.2,124,0.9,163,1.2,153,1.1,18,0.1,61,0.4,209,1.5,18,0.1,191,1.4,9477,10985,5399,49.1,5586,50.9,839,199,322,299,19,10371,81,527,2201,2739,708,2656,1459,9763,4115,1299,1224,421,1523,1351,372,4048,3776,1711,3501,3412,1611,23.7,38.4,35.6,2.3,0.8,5.1,21.2,26.4,6.8,25.6,14.1,94.1,39.7,94.2,32.4,88.7,24.4,93.3,42.3,97.5,46
1298,0.1625497,7044,14144,7182,50.8,6962,49.2,955,6.8,880,6.2,1001,7.1,884,6.3,651,4.6,1435,10.1,1386,9.8,1711,12.1,1112,7.9,854,6,1830,12.9,1140,8.1,305,2.2,44.3,3440,24.3,11084,78.4,10704,75.7,10314,72.9,3795,26.8,3275,23.2,10704,10704,5363,50.1,5341,49.9,3275,3275,1549,47.3,1726,52.7,14144,14144,13761,97.3,383,2.7,13761,97.3,13591,96.1,17,0.1,53,0.4,0,0,0,0,0,0,0,0,30,0.2,0,0,0,0,0,0,30,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0.5,383,2.7,133,0.9,191,1.4,22,0.2,0,0,13974,98.8,150,1.1,249,1.8,52,0.4,0,0,107,0.8,319,2.3,247,1.7,19,0.1,0,0,53,0.4,13825,97.7,13363,94.5,17,0.1,47,0.3,30,0.2,0,0,22,0.2,346,2.4,0,0,346,2.4,7273,10627,5330,50.2,5297,49.8,931,322,407,179,23,9773,455,861,3922,2233,959,816,527,8457,1343,1435,1303,129,1386,1337,358,3677,3077,440,3275,2740,416,34.6,43.7,19.2,2.5,4.7,8.8,40.1,22.8,9.8,8.3,5.4,86.5,13.7,90.8,9,96.5,25.8,83.7,12,83.7,12.7
1299,0.6695187,13090,23270,11519,49.5,11751,50.5,1450,6.2,1383,5.9,1613,6.9,1747,7.5,1177,5.1,2920,12.5,3069,13.2,3172,13.6,1573,6.8,1631,7,2076,8.9,1046,4.5,413,1.8,39.5,5517,23.7,18404,79.1,17753,76.3,16973,72.9,4520,19.4,3535,15.2,17753,17753,8886,50.1,8867,49.9,3535,3535,1613,45.6,1922,54.4,23270,23270,21261,91.4,2009,8.6,21261,91.4,19721,84.7,133,0.6,161,0.7,52,0.2,0,0,0,0,12,0.1,304,1.3,15,0.1,107,0.5,0,0,139,0.6,28,0.1,15,0.1,0,0,0,0,0,0,0,0,0,0,0,0,942,4,2009,8.6,49,0.2,205,0.9,303,1.3,0,0,21697,93.2,218,0.9,402,1.7,653,2.8,31,0.1,2327,10,7320,31.5,7100,30.5,3,0,0,0,217,0.9,15950,68.5,14758,63.4,133,0.6,153,0.7,293,1.3,0,0,8,0,605,2.6,30,0.1,575,2.5,10034,14884,7257,48.8,7627,51.2,1853,642,657,543,11,15900,1760,1024,3295,2994,1306,2922,2599,13116,5521,2920,2414,959,3069,2401,1222,6376,5188,2308,3535,3113,1032,34.6,35.5,29.3,0.6,11.1,6.4,20.7,18.8,8.2,18.4,16.3,82.5,34.7,82.7,32.8,78.2,39.8,81.4,36.2,88.1,29.2
1301,0.1644779,24824,56735,27758,48.9,28977,51.1,2724,4.8,2809,5,3467,6.1,3472,6.1,3048,5.4,6341,11.2,6378,11.2,8335,14.7,4330,7.6,3972,7,7127,12.6,3584,6.3,1148,2,45.2,11255,19.8,46902,82.7,45480,80.2,43716,77.1,14385,25.4,11859,20.9,45480,45480,21974,48.3,23506,51.7,11859,11859,5365,45.2,6494,54.8,56735,56735,55769,98.3,966,1.7,55769,98.3,54503,96.1,802,1.4,81,0.1,32,0.1,0,0,0,0,0,0,258,0.5,0,0,8,0,41,0.1,5,0,186,0.3,0,0,18,0,71,0.1,0,0,0,0,0,0,71,0.1,54,0.1,966,1.7,234,0.4,386,0.7,130,0.2,0,0,55409,97.7,1042,1.8,467,0.8,422,0.7,125,0.2,236,0.4,897,1.6,378,0.7,139,0.2,13,0,367,0.6,55838,98.4,53866,94.9,802,1.4,81,0.1,251,0.4,71,0.1,6,0,761,1.3,44,0.1,717,1.3,27406,45125,21820,48.4,23305,51.6,4265,434,1811,1654,366,41215,2234,3225,17437,8423,3010,4607,2279,35756,6886,6341,5880,1461,6378,6026,1540,16637,14619,2086,11859,9231,1799,10.2,42.5,38.8,8.6,5.4,7.8,42.3,20.4,7.3,11.2,5.5,86.8,16.7,92.7,23,94.5,24.1,87.9,12.5,77.8,15.2
1302,0.2227322,24186,50155,26963,53.8,23192,46.2,2652,5.3,2806,5.6,2968,5.9,2845,5.7,2622,5.2,6025,12,5793,11.6,6588,13.1,3744,7.5,4728,9.4,6538,13,2093,4.2,753,1.5,43.9,10128,20.2,41202,82.1,40027,79.8,38308,76.4,12417,24.8,9384,18.7,40027,40027,21781,54.4,18246,45.6,9384,9384,4780,50.9,4604,49.1,50155,50155,48302,96.3,1853,3.7,48302,96.3,41236,82.2,4780,9.5,811,1.6,0,0,0,0,0,0,0,0,391,0.8,0,0,36,0.1,148,0.3,0,0,49,0.1,40,0.1,118,0.2,22,0,22,0,0,0,0,0,0,0,1062,2.1,1853,3.7,309,0.6,460,0.9,38,0.1,135,0.3,42935,85.6,5294,10.6,1464,2.9,448,0.9,29,0.1,1896,3.8,7697,15.3,6968,13.9,124,0.2,84,0.2,521,1,42458,84.7,35656,71.1,4727,9.4,712,1.4,386,0.8,22,0,0,0,955,1.9,0,0,955,1.9,26135,38121,20688,54.3,17433,45.7,3765,796,1488,1308,173,36262,2485,4079,13563,8503,2443,3790,1399,29698,5189,6025,5064,593,5793,4584,714,15060,12176,2004,9384,7874,1878,21.1,39.5,34.7,4.6,6.9,11.2,37.4,23.4,6.7,10.5,3.9,81.9,14.3,84,9.8,79.1,12.3,80.8,13.3,83.9,20
1303,0.2372358,104668,210998,106442,50.4,104556,49.6,9220,4.4,9174,4.3,11255,5.3,9944,4.7,9178,4.3,21498,10.2,19276,9.1,23059,10.9,16244,7.7,18004,8.5,36632,17.4,21660,10.3,5854,2.8,52.3,36006,17.1,179095,84.9,174992,82.9,169862,80.5,75239,35.7,64146,30.4,174992,174992,88059,50.3,86933,49.7,64146,64146,31913,49.8,32233,50.2,210998,210998,201506,95.5,9492,4.5,201506,95.5,185584,88,1976,0.9,4323,2,223,0.1,0,0,541,0.3,42,0,2506,1.2,161,0.1,298,0.1,799,0.4,177,0.1,193,0.1,168,0.1,710,0.3,470,0.2,388,0.2,63,0,19,0,0,0,6647,3.2,9492,4.5,1225,0.6,2551,1.2,710,0.3,25,0,194650,92.3,3545,1.7,7028,3.3,3649,1.7,944,0.4,11041,5.2,35276,16.7,28692,13.6,1051,0.5,447,0.2,5086,2.4,175722,83.3,161829,76.7,1895,0.9,3755,1.8,2479,1.2,412,0.2,123,0.1,5229,2.5,660,0.3,4569,2.2,115466,168599,84727,50.3,83872,49.7,12765,3345,4998,3750,672,162227,6319,15726,55708,48035,14690,13499,8250,140182,21749,21498,17649,2944,19276,16611,3231,57307,49829,7131,64146,56093,8443,26.2,39.2,29.4,5.3,3.9,9.7,34.3,29.6,9.1,8.3,5.1,86.4,13.4,82.1,13.7,86.2,16.8,87,12.4,87.4,13.2
1305,0.7099536,869347,1605899,786561,49,819338,51,85577,5.3,86357,5.4,90157,5.6,101816,6.3,112143,7,248578,15.5,211845,13.2,215780,13.4,111617,7,96496,6,139422,8.7,69891,4.4,36220,2.3,38.5,317941,19.8,1325629,82.5,1287958,80.2,1220882,76,302262,18.8,245533,15.3,1287958,1287958,624152,48.5,663806,51.5,245533,245533,106422,43.3,139111,56.7,1605899,1605899,1542061,96,63838,4,1542061,96,1208237,75.2,84630,5.3,3223,0.2,263,0,44,0,44,0,46,0,199161,12.4,58428,3.6,72372,4.5,4344,0.3,4110,0.3,10991,0.7,10134,0.6,38782,2.4,811,0.1,349,0,280,0,154,0,28,0,45999,2.9,63838,4,15587,1,3425,0.2,19929,1.2,652,0,1265353,78.8,106666,6.6,9660,0.6,224629,14,2333,0.1,66154,4.1,129313,8.1,11059,0.7,35367,2.2,3583,0.2,79304,4.9,1476586,91.9,1140148,71,79412,4.9,1901,0.1,198354,12.4,579,0,11017,0.7,45175,2.8,7241,0.5,37934,2.4,641278,1133114,545425,48.1,587689,51.9,158109,13788,42142,59769,42410,1129849,36033,35670,209181,137489,66767,317752,326957,1058146,644709,248578,239934,169743,211845,201630,137901,423893,398380,230143,245533,218202,106922,8.7,26.7,37.8,26.8,3.2,3.2,18.5,12.2,5.9,28.1,28.9,93.7,57.1,96.5,68.3,95.2,65.1,94,54.3,88.9,43.5
1306,0.1647589,2883,5474,2838,51.8,2636,48.2,367,6.7,292,5.3,357,6.5,274,5,323,5.9,551,10.1,540,9.9,612,11.2,434,7.9,365,6.7,670,12.2,460,8.4,229,4.2,45.8,1198,21.9,4429,80.9,4276,78.1,4151,75.8,1575,28.8,1359,24.8,4276,4276,2208,51.6,2068,48.4,1359,1359,641,47.2,718,52.8,5474,5474,5364,98,110,2,5364,98,5269,96.3,10,0.2,33,0.6,31,0.6,0,0,0,0,0,0,9,0.2,0,0,0,0,5,0.1,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.8,110,2,64,1.2,36,0.7,0,0,0,0,5379,98.3,74,1.4,69,1.3,9,0.2,0,0,53,1,214,3.9,208,3.8,4,0.1,0,0,2,0,5260,96.1,5121,93.6,6,0.1,33,0.6,9,0.2,0,0,0,0,91,1.7,3,0.1,88,1.6,2940,4127,2086,50.5,2041,49.5,415,93,143,157,22,3861,116,148,1610,823,353,580,231,3597,811,551,536,163,540,474,91,1411,1346,328,1359,1241,229,22.4,34.5,37.8,5.3,3,3.8,41.7,21.3,9.1,15,6,93.2,21,97.3,29.6,87.8,16.9,95.4,23.2,91.3,16.9
1307,0.5911923,261497,446301,219664,49.2,226637,50.8,22967,5.1,25605,5.7,27216,6.1,26732,6,27730,6.2,55866,12.5,55306,12.4,63712,14.3,35266,7.9,29980,6.7,42963,9.6,22759,5.1,10199,2.3,41.6,93041,20.8,364861,81.8,353260,79.2,338518,75.8,93281,20.9,75921,17,353260,353260,172387,48.8,180873,51.2,75921,75921,32792,43.2,43129,56.8,446301,446301,425059,95.2,21242,4.8,425059,95.2,315919,70.8,75309,16.9,661,0.1,22,0,0,0,41,0,23,0,23074,5.2,11707,2.6,3061,0.7,2213,0.5,370,0.1,2125,0.5,779,0.2,2819,0.6,301,0.1,18,0,247,0.1,0,0,36,0,9795,2.2,21242,4.8,6622,1.5,1636,0.4,3539,0.8,724,0.2,333734,74.8,86769,19.4,4833,1.1,28761,6.4,868,0.2,15315,3.4,37264,8.3,3580,0.8,17301,3.9,1489,0.3,14894,3.3,409037,91.7,297157,66.6,71728,16.1,132,0,22806,5.1,163,0,1537,0.3,15514,3.5,1234,0.3,14280,3.2,179955,339097,165398,48.8,173699,51.2,37209,4196,12292,15141,5580,316051,6466,13293,88200,60213,26320,78710,42849,296292,121559,55866,53593,24924,55306,52761,25284,128958,121984,49252,75921,67954,22099,11.3,33,40.7,15,2,4.2,27.9,19.1,8.3,24.9,13.6,93.7,38.5,95.9,44.6,95.4,45.7,94.6,38.2,89.5,29.1
1309,0.5251479,676,1223,795,65,428,35,92,7.5,46,3.8,19,1.6,9,0.7,56,4.6,244,20,174,14.2,125,10.2,99,8.1,83,6.8,171,14,92,7.5,13,1.1,43.6,166,13.6,1065,87.1,1057,86.4,1057,86.4,306,25,276,22.6,1057,1057,705,66.7,352,33.3,276,276,161,58.3,115,41.7,1223,1223,1222,99.9,1,0.1,1222,99.9,486,39.7,734,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,1,0.1,0,0,0,0,0,0,0,0,487,39.8,734,60,0,0,0,0,0,0,3,0.2,12,1,12,1,0,0,0,0,0,0,1211,99,476,38.9,734,60,0,0,0,0,0,0,0,0,1,0.1,1,0.1,0,0,553,1057,705,66.7,352,33.3,56,11,30,15,0,1001,86,254,356,199,72,9,25,661,34,244,142,0,174,124,0,307,199,30,276,196,4,19.6,53.6,26.8,0,8.6,25.4,35.6,19.9,7.2,0.9,2.5,66,3.4,58.2,0,71.3,0,64.8,9.8,71,1.4
